10,39.786,39.803,-0.00043285
9,39.811,39.803,0.00020839
8,39.771,39.803,-0.00079345
7,39.802,39.803,-2.0836e-05
6,39.843,39.803,0.0010105
5,39.786,39.803,-0.00043302
4,39.843,39.803,0.0010104
3,39.748,39.803,-0.0013943
2,39.843,39.803,0.0010093
1,39.557,39.803,-0.0061914
